Title,Review URL,G2 Score,Description,Reviews,Comments,Website,Integration 1,Integration 2,Integration 3,Integration 4,Integration 5,Integration 6,Integration 7,Integration 8,Integration 9,Integration 10,Integration 11,Integration 12,Integration 13,Integration 14,Integration 15,Integration 16,Integration 17,Integration 18,Integration 19,Integration 20,Integration 21,Integration 22,Integration 23,Integration 24,Integration 25,Integration 26,Integration 27,Integration 28,Integration 29,Integration 30,Integration 31,Integration 32,Integration 33,Integration 34,Integration 35,Integration 36,Integration 37,Integration 38,Integration 39,Integration 40,Integration 41,Integration 42,Integration 43,Integration 44,Integration 45,Integration 46,Integration 47,Integration 48,Integration 49,Integration 50,Integration 51,Integration 52,Integration 53,Integration 54,Integration 55,Integration 56,Integration 57,Integration 58
Gryphon Networks,https://www.g2.com/products/gryphon-networks/reviews,4.1,"Gryphon is an industry leader providing an integrated sales performance, rules-based omnichannel SaaS communication platform delivering data insights while enabling clients to increase revenue while protecting their brand reputation.
 The Gryphon solution processes and transforms all call data from any device into actionable sales performance insights for organizations looking to better connect with customers, capture 100% accurate data, and clarify customer rules like Do-Not-Call compliance. Us",-428,Data on website,https://gryphonnetworks.com/app-for-crm/,Salesforce,Microsoft Dynamics,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz
GetEmail,https://www.g2.com/products/getemail/reviews,4.5,GetEmail provides anyone's email in seconds.,-74,Data not found,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz
MediaRadar,https://www.g2.com/products/mediaradar/reviews,4.6,"MediaRadar revolutionizes ad sales by helping sales executives spend their time pitching and closing deals, instead of researching and preparing. MediaRadar helps sellers determine the best prospects to pursue, which offerings to pitch, and how to position themselves most effectively against their competitors. This SaaS sales-enablement platform is built on the most comprehensive and up-to-date database of multimedia advertising information available.",-87,Data on website,https://mediaradar.com/integrations/,Salesforce,elan,MagHub,comScore,g suite,Okta,Ping Identity,yelp for business,google maps api,linkedin premium,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz
FinListics ClientIQ,https://www.g2.com/products/finlistics-clientiq/reviews,4.6,"Clients expect more from sales teams than ever before. With B2B deals now involving upward of 10 decision-makers, each looking to understand the financial and business impact of any partnership, traditional sales approaches are no longer productive. This is where FinListics Solutions Insight-Led SellingÂ® approach gets involved.
 FinListics Solutionsâ€™ proprietary platform, ClientIQ, empowers sales teams to gain critical insights into their prospects and clients, understand their competitive envi...
  Show More
 ronments and align their solutions in a meaningful way, all from an easy to use and interactive platform. Our comprehensive analysis compiles and organizes critical financial data in real-time, including peer comparisons, KPIs, segment analyses, and more. These insights give sellers the edge to identify opportunities through company and industry-specific insights, elevate conversations, and get meetings at higher levels to close deals faster.
 Thanks to FinListics Solutionsâ€™ Client IQ, sales can effectively reduce the research burden and focus on what matters most: closing deals.",-72,Data not found,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz
Vainu,https://www.g2.com/products/vainu/reviews,4.6,"Vainu is everything your team needs to give your customers the tailored sales experience they expect. We make salespeople better at their jobs by bringing real-time company data to every customer interaction.
 Currently, our company database is comprised of over 140 million companies, all enriched with open and public data including firmographics, technographics and buying signals. Over 2,000 organizations and over 12,000 individual business professionals trust in Vainu to save time sell more -...
  Show More
  with a better hit rate.
 Vainu's built by a team of machine learning scientists, data engineers, designers, strategists, and salespeople. We believe how people sell needs to change, and we're the right people to change it.",-86,Data on website,https://www.vainu.com/product/crm/,Hubspot,zzz,Pipedrive,Salesforce,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz
xiQ,https://www.g2.com/products/xiq/reviews,4.8,"xiQ is an End-to-End, B2B Sales and Account-Based Marketing (ABM) platform that leverages AI to:
 -Generate DISC personality insights to personalize client engagement at scale
 -Consistently generate highly engaging content to increase engagement by 10x
 -Extract first-hand intent data
 -Provide 360-degree account insights, sales triggers and alerts in one easy to use app
 xiQ is designed from the ground up to address B2B sales & marketing professionals with next-generation capabilities to exec",-25,Data on website,https://xiqinc.com/,Salesforce,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz
Infogroup Salesgenie,https://www.g2.com/products/infogroup-salesgenie/reviews,4.2,"Salesgenie is our all-in-one sales, marketing and lead generation platform providing unlimited access to our industry leading US business and consumer data. Salesgenie includes dozens of great features specifically designed to help you quickly find the right contacts, connect directly with decision makers, and sell smarter.
 Our easy-to-use list builder makes it simple to search for businesses or consumers, find decision makers, phone numbers, email addresses, view detailed information about the",-82,Data on website,https://www.salesgenie.com/product/crm/,Salesforce,microsoft office 365,zzz,sap erp,Oracle,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz
Sales.Rocks,https://www.g2.com/products/sales-rocks/reviews,4.6,"Sales.Rocks is a leading Sales Enablement Platform with a mission to find every single company and contact information to bring businesses closer to business. The project was founded in Rotterdam, Netherlands late 2018 with a team of 10. 
 The Platform provides company and contact data with high accuracy. It works based on advanced filtering system including 150+ data points. It gives a full overview of a company profile detailing basic company information, sales signals, technologies and conta",-30,Data on website,https://sales.rocks/integrations/,zzz,Teamleader,Zapier,Pipedrive,Hubspot,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz
Affinity Relationship Intelligence,https://www.g2.com/products/affinity-relationship-intelligence/reviews,4.8,"Affinity is the most powerful relationship intelligence platform built to help you leverage your most valuable asset, your network. Using patented technology, Affinity instantly surfaces the important relationship data hidden in your communication streams and reveals which of your contacts is able to initiate the right warm introduction for your next big deal. Using Affinity is effortless. It eliminates manual processes by capturing relevant data, auto-updating contact in real-time, and automati",-29,Data on website,https://www.affinity.co/integrations,Salesforce,Slack,microsoft teams,Dropbox,Google Drive,Mailchimp,Hubspot,Eventbrite,Typeform,gmail,microsoft outlook,Box,Formstack,Airtable,constant contact,Marketo,linkedin premium,asana,Google sheets,zendesk,active campaign,Intercom,jira,Smartsheet,iContact,Trello,Clubhouse,g suite,outreach,microsoft power bi desktop,calendly,splash,SharePoint Azure AD Connect,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz
Gazelle.ai,https://www.g2.com/products/gazelle-ai/reviews,4.7,"Gazelle.ai is the first and only AI-Powered sales intelligence platform that deploys custom-built algorithms to rank over 8 million international companies on their likelihood to expand. Gazelle.ai represents a brand new approach to marketing and business development by focusing on leads that are active buyers of goods and services: Growth Companies. Deployed by users in more than 15 countries, Gazelle.ai has transformed the lead generation process. The days of static, un-intuitive list building",-40,Data not found,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz
Owler,https://www.g2.com/products/owler/reviews,4.3,"Owler delivers better push news and alerts for savvy business professionals. We are the second largest business community in existence in the world, next to LinkedIn. We help business professionals from around the world outsmart their competition and uncover the latest industry news. Follow the companies that matter to you, and Owler makes sure you are always in the loop.",-34,Data from 3rd party,https://sourceforge.net/software/product/Owler/integrations/,salesloft,Salesforce,Hubspot,Marketo,Tray.io,Datananas,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz
LeadIQ,https://www.g2.com/products/leadiq/reviews,4.1,"Prospecting should be fun and easy.Â Sadly,Â many sales reps hate prospecting. That's why we built LeadIQ.Â LeadIQ eliminates the most annoying parts of prospecting,Â helping sales reps get new deals with less work. 
 The average sales rep only spends 1/4 of their time actually prospecting. That's because reps spend their days looking up prospects in Salesforce, researching them on the web, finding lead contact info, and doing manual data entry. That's not why you hired your sales team, it's not",-213,Data on website,https://leadiq.com/salesforce,Hubspot,Salesforce,gmail,Google Drive,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz
RelPro,https://www.g2.com/products/relpro/reviews,4.5,"RelPro delivers a unique combination of smart prospecting, quality leads and targeted intelligence for sales, marketing and business development professionals. We analyze data on more than 150 million decision-makers and 7 million companies from trusted sources, social networks and the web. Through SaaS and Data Services solutions, RelPro enables organizations to find leads and generate actionable intelligence on executive-level relationships efficiently and systematically. RelPro is a trusted p",-149,Data on website,https://relpro.com/faq/,Salesforce,NetSuite,microsoft outlook,Microsoft Dynamics,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz
CoPilot AI,https://www.g2.com/products/copilot-ai/reviews,4.8,"CoPilot AI is a fast-growing, SaaS company that offers sales and marketing professionals push-button LinkedIn social lead generation without spending on ads or doing cold calling. 
 We use A.I. to turn your Linkedin into a lead-generating machine that connects you with leads and lines up sales opportunities for you.",-20,Data from 3rd party,zzz,linkedin premium,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz
Bombora Company SurgeÂ®,https://www.g2.com/products/bombora-company-surge/reviews,4.5,"Bomboraâ€™s offering identifies which businesses are currently researching what topics and the intensity of those efforts. It scores these signals to then help sales and marketing teams prioritize target accounts, customize their conversations with them, and optimize marketing efforts.",-50,Data on website,https://bombora.com/intent-data-partners/,Hubspot,linkedin premium,outreach,RollWorks,Salesforce,Marketo,Triblio,zzz,terminus,SalesIntel,integrate,6sense,engagio,Leadspace,EverString,Crunchbase,DealSignal,Signal HQ,zzz,uberflip,zzz,zzz,zzz,Lattice,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz
BizKonnect,https://www.g2.com/products/bizkonnect/reviews,4.6,"Leverage BizKonnect - an innovative cloud based sales intelligence platform supported by virtual sales assistants.
 We help you reach the decision maker who has pain points you are solving and take you there with your known business connections.
 We enable you to execute Account Based Marketing at scale.",-20,Data from 3rd party,zzz,Salesflare,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz
RocketReach,https://www.g2.com/products/rocketreach/reviews,4.2,"More than 3.5 Million businesses around the world trust RocketReach. Amongst them are some of the biggest - Google, Amazon, Facebook, and 90% of the S&P 500. RocketReachâ€™s machine learning distills 1000s of public datapoints, discovering verified email, phone numbers and social media profiles for over 300 million profiles, at 10 million companies worldwide. Signup for free at rocketreach.co. Our powerful API powers external tools & workflows, solving business needs that range from sales",-96,Data on website,https://rocketreach.co/zapier,Salesforce,Zapier,Hubspot,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz
Tellwise,https://www.g2.com/products/tellwise/reviews,4.4,"Tellwise is the most integrated, real time communication experience for you and your customers and prospects. Rather than send emails and waiting for them to respond or answer the phone, Tellwise creates a realtime collaboration for each email that you send. You can tell when customers are online and instant message and do live slide sharing instantly. Tellwise brings together the most important capabilities when communicating with your customers into a single cost effective platform.",-172,Data on website,https://tellwise.com/product/,gmail,Salesforce,microsoft outlook,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz
Detective by Charlie,https://www.g2.com/products/detective-by-charlie/reviews,4.7,"Charlie automatically researches the people you meet with, before you see them.",-15,Data on website,https://www.detective.io/,Salesforce,linkedin premium,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz
Slintel,https://www.g2.com/products/slintel/reviews,4.6,"Slintel, the leader in capturing technographics-powered buying intent, helps companies uncover the 3% of active buyers in their target market. Slintel evaluates over 100 billion data points and analyzes factors such as buyer journeys, technology adoption patterns, and other digital footprints to deliver market & sales intelligence.
 Slintel's customers have access to the buying patterns and contact information of more than 17 million companies and 70 million decision makers across the world.",-29,Data on website,https://www.slintel.com/price,Hubspot,Salesforce,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz
Oceanos,https://www.g2.com/products/oceanos/reviews,4.4,"Oceanos is a TechTarget contact data solution. For more than 15 years, B2B marketing and sales organizations have successfully integrated with Oceanos to cleanse, enrich and grow their contact databases.
 The process is powered by the highest quality inputs and algorithms, leveraging multiple data sources, innovation and strategic expertise. Oceanos data solutions are accessible via API, MAPs or assisted by an expert advisor.
 As expectations for accurate and complete contact data continue to in",-56,Data on website,https://www.oceanosinc.com/,Zapier,zzz,zzz,Eloqua,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz
Datahug,https://www.g2.com/products/datahug/reviews,4.4,"Datahug is a sales optimization solution that enables sales teams to increase sales velocity, reduce pipeline risk and abolish forecast calls by capturing and analyzing all of your sales activity automatically from email, calendar, and CRM. 
 Leading companies like Optimizely, Coupa, Instructure, Lyft and Nitro use Datahug to forecast with 95% accuracy and increase win rates by an average of 21%.",-47,Data from 3rd party,https://sourceforge.net/software/product/Datahug/integrations/,Hubspot,Marketo,Gainsight,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz
FullContact APIs,https://www.g2.com/products/fullcontact-apis/reviews,4.3,FullContact is the leading SaaS provider of identity resolution that uses their patented identity graph to enable brands and marketing platforms to resolve and enrich contact records for an enhanced customer experience and authentic customer engagement.,-98,Data from 3rd party,zzz,PieSync,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz,zzz
